,Cuisine,ID,Ingredients,veg,vegan,dessert,spicy,drink,alcohol
67,greek,45698,"['lamb stock', ' tomato', 'lamb ', 'onions', 'lemon', 'garlic', 'bay ', 'olive oil', ' wine', 'salt', ' oregano', ' cinnamon', ' green bean', 'passata', ' parsley']",0,0,0,0,0,1
68,greek,30373,"['bread crumbs', 'fennel bulb', ' lamb', 'mayonaise', 'olive oil', 'salt', ' garlic', 'shallots', 'hamburger buns', ' black pepper', ' oregano']",0,0,0,0,0,0
69,indian,43847,"['tomato', 'chili powder', 'cardamom', 'garam masala', 'paneer', 'onions', 'cream', 'butter', 'oil', 'coriander powder', 'salt', 'methi']",1,0,0,1,0,0
70,indian,42764,"['sugar', 'baking powder', 'oil', 'baking soda', 'salt', 'cumin', 'milk', 'butter', 'coriander', 'yogurt', ' flour']",1,0,0,0,0,0
71,indian,31315,"['corn flakes', 'cilantro', 'puffed rice', 'cashew', 'cayenne pepper', 'lime', 'mango chutney', 'onions', 'potato', 'tomato ketchup']",1,1,0,1,0,0
72,indian,39808,"['tomato pure', 'coriander ', 'heavy cream', 'brown cardamom', 'bay ', 'ginger ', 'garlic ', 'salt', 'cumin seed', 'onions', 'clove', 'tumeric', 'chili ', 'cilantro ', 'lemon', 'cashew', ' ', 'garam masala', 'vegetable oil', 'cardamom', 'cinnamon ', 'chicken']",1,1,0,1,0,0
73,indian,30137,"['onion', 'garam masala', 'garlic', 'carrots', ' ', ' tomato', 'potato', 'cumin', ' peas', 'olive oil', ' black pepper', 'salt', ' beef', 'water', 'coriander', 'cinnamon', 'lentils']",0,0,0,1,0,0
74,indian,28185,"['fish fillets', 'rice', 'vegetable stock', 'curry paste', 'vegetable oil', 'garlic ', 'tomato', 'onions']",0,0,0,0,0,0
75,indian,24125,"['red chili', 'lime', 'flour', 'lime', 'chutney', 'tumeric', 'ginger', 'yogurt', 'sea salt', 'baking soda', 'olive oil', 'sweet potato', 'potato', 'coriander', 'chickpea flour', 'red chili flakes', 'black pepper', 'onion', 'mustard']",1,0,0,1,0,0
76,indian,23297,"['beets', 'canola oil', 'plain yogurt', 'black mustard', 'cumin seed', 'salt', ' cilantro fresh']",1,0,0,0,0,0
77,indian,11121,"['water', 'yellow food coloring', 'salt', ' rice', 'garam masala', 'red food coloring', ' cilantro', ' ginger ', 'lemon', 'cayenne pepper', 'chicken', 'plain yogurt', ' ', 'garlic', 'onions']",0,0,0,1,0,0
78,indian,14946,"['brown sugar', 'chili ', 'garlic', 'curry ', 'raisins', 'mustard', 'peaches', 'ginger', 'pickling spices', 'vinegar', ' onion']",1,1,0,1,0,0
79,irish,5103,"['water', 'beef stock', 'lamb', 'onions', 'black pepper', 'bacon', ' flour', 'thyme', 'bay leaves', 'salt', 'sugar', 'wine', 'potato', 'garlic', 'carrots']",0,0,0,1,0,1
80,irish,39668,"[' pepper', ' flour', 'onions', 'lamb', 'carrots', 'new potato', 'beer', 'canola oil', ' thyme', ' salt', ' parsley']",0,0,0,0,0,1
81,irish,1487,"['bread', 'milk', '', 'sugar', 'flour', 'shortcrust pastry', 'brown sugar', ' eggs', 'currant', 'spice', 'baking ']",1,0,1,0,0,0
82,irish,40038,"['olive oil', ' flour', 'bay ', 'chicken broth', 'lamb ', 'thyme', ' water', 'potato', 'carrots', 'onions', 'pepper', 'salt', ' parsley']",0,0,0,0,0,0
83,irish,5483,"['ice ', 'cinnamon', 'irish cream liqueur', ' milk', 'rye whiskey']",1,0,1,0,1,1
84,irish,26248,"['mustard', 'cider', 'brown sugar', 'clove', 'ham']",0,0,0,0,0,1
85,irish,10899,"['smoked bacon', 'butter', 'rutabaga', 'bay leaves', 'pork', 'potato', 'carrots', 'chicken broth', 'cider', 'cabbage']",0,0,0,0,0,1
86,irish,28919,"['espresso ', 'brown sugar', 'sugar', 'whipping cream', ' egg whites', 'coffee beans', 'Irish whiskey']",1,0,1,0,0,1
87,irish,48018,"['thyme', 'vegetable oil', 'bacon', ' onion', 'cabbage', 'chuck roast', 'butter', 'salt', 'carrots', 'black pepper', 'russet potato', 'garlic', 'beer', 'milk', 'bay leaves', 'worcestershire sauce', ' flour', 'parsley']",0,0,0,1,0,1
88,irish,26262,"['water', 'salt', 'onions', 'celery ribs', 'leeks', 'baby carrots', 'parsley', 'onions', 'potato', 'black pepper', 'lamb', 'garlic ']",0,0,0,1,0,0
89,italian,37578,"['milk', ' lemon ', 'unflavored gelatin', 'milk', 'apple juice', 'sugar', 'mint sprigs', ' lemon', 'cooking spray', 'blueberries']",1,0,1,0,0,0
90,italian,23822,"['cognac', 'unsweetened cocoa ', ' ', 'confectioners sugar', 'raisins', 'sweetened condensed milk', 'biscuits', 'blanched almonds']",1,0,0,0,0,1
91,italian,874,"['panko', ' flour', 'chicken', 'milk', 'salt', ' parsley', 'pepperoni ', ' eggs', ' mozzarella cheese', 'tomato sauce', 'parmigiano reggiano cheese', '  pepper', 'canola oil']",0,0,0,0,0,0
92,italian,7276,"[' salt', ' tomato', 'pepper', 'pesto', 'spaghetti']",1,0,0,0,0,0
93,italian,47082,"['romano cheese', 'bell pepper', 'pasta', 'olive oil', 'pancetta', 'pepper', 'salt', 'tomato', 'cheese', 'onions']",0,0,0,0,0,0
94,italian,34577,"['tomato', 'currant', 'lamb', 'saffron', 'chicken broth', 'olive oil', 'salt', 'parsley', 'cauliflower', 'thyme', 'garlic', 'couscous', 'pinenuts', 'black pepper', 'lemon', 'onions']",0,0,0,0,0,0
95,italian,23434,"['olive oil', 'garlic', 'parsley', 'capers', 'shallots', 'roast red peppers, drain', 'eggplant', 'goat cheese', 'orange', 'kalamata', 'olive oil']",1,0,0,0,0,0
96,italian,7208,"['butter', 'rigatoni', 'parmesan cheese', ' flour', 'bread crumb fresh', 'whipping cream', 'milk', 'gorgonzola']",1,0,0,0,0,0
97,italian,17939,"['tomato paste', 'pepper', 'red chili flakes', 'garlic', 'celery', 'italian seasoning', 'pancetta', 'fish sauce', 'grated parmesan cheese', 'heavy cream', 'beef broth', 'onions', 'tomato', 'parmesan cheese', 'wine', 'salt', 'parsley', 'pasta', 'porcini mushrooms', 'balsamic vinegar', 'basil', 'carrots', 'short rib']",0,0,0,1,0,1
98,italian,48897,"['olive oil', 'garlic', ' parmesan cheese', 'chicken', ' black pepper', ' bread crumbs', 'basil  ']",0,0,0,0,0,0
99,jamaican,35137,"['sugar', 'water', 'sorrel', 'ginger', 'pimentos']",1,1,0,1,1,0
100,jamaican,14765,"['pepper', 'sea bass fillets', 'orange juice', 'onion', 'garlic', 'orange', 'jalapeno chilies', 'navel oranges', 'allspice berries', 'vegetable oil', 'salt']",0,0,0,1,0,0
101,jamaican,17387,"['brown sugar', ' nutmeg', ' ginger', ' onion', 'vinegar', 'black pepper', 'pork', 'vegetable oil', 'garlic ', ' cinnamon', ' salt', 'cooking spray', 'scotch bonnet chile', 'soy sauce', ' thyme', 'onion', ' allspice']",0,0,0,1,0,0
102,jamaican,28536,"['soy sauce', 'sweet potato', 'garlic', 'fillets', 'plum tomato', 'plain flour', 'lime', '', 'oil', 'onions', 'water', 'onion', 'salt', 'chillies', ' cinnamon', ' thyme', 'ginger', 'carrots', 'browning']",0,0,0,1,0,0
103,jamaican,26703,"['sugar', ' eggs', ' flour', 'ginger', 'vanilla extract', 'chocolate', 'vegetable oil spray', 'coffee', 'coffee beans', 'pecans', 'salt', 'cocoa ']",1,0,1,0,0,0
104,jamaican,32350,"['water', 'egg whites', 'onion ', ' turmeric', 'garlic ', 'oats', 'thyme', 'curry ', 'chicken broth', 'cayenne pepper', 'lean  meat', 'chili ', 'spice ']",0,0,0,1,0,0
105,jamaican,3172,"['curry ', 'red chili flakes', 'garlic', 'scallions', 'coconut milk', ' black pepper', ' olive oil', 'baby carrots', ' thyme', ' tomato', 'salt', 'beans', 'sweet potato', 'vegetable broth', ' allspice']",1,1,0,1,0,0
106,jamaican,25712,"['sugar', 'lime', 'nutmeg', 'chicken', 'orange juice', 'vinegar', 'onion', 'olive oil', 'sage', 'cayenne pepper', 'soy sauce', 'thyme', 'black pepper', 'salt', 'cinnamon', 'pepper', 'garlic', 'onion', 'allspice']",0,0,0,1,0,0
107,jamaican,45600,"['cinnamon', 'thyme', 'scotch bonnet chile', 'allspice', 'shallots', 'brown sugar', 'black peppercorns', 'rum', 'garlic', 'nutmeg', 'lime', 'chicken']",0,0,0,1,0,1
108,jamaican,22817,"['orange', 'cheese', 'lettuce', 'pork', 'sour cream', 'jamaican jerk season', 'beef broth', 'tomato', 'guacamole', 'corn tortillas']",0,0,0,1,0,0
109,japanese,18539,"['vegetable oil', 'cayenne pepper', 'eggs', 'cilantro', 'shrimp', 'paprika', 'garlic ', 'onion powder', 'salt', 'panko breadcrumbs']",0,0,0,0,0,0
110,japanese,39057,"['water', 'coriander powder', 'salt', 'onions', 'eggplant', 'chili powder', 'cumin seed', 'turmeric', 'tomato', 'garam masala', 'garlic', 'oil', 'cumin', 'ginger', 'potato', 'cilantro leaves', 'frozen peas']",1,1,0,1,0,0
111,japanese,19139,"['sugar', 'cilantro', 'udon', 'salt', 'soy sauce', 'sesame seeds', 'vegetable oil', 'sesame oil', 'bok choy', 'ginger', 'onion', 'carrots', 'chicken broth', 'black cod fillets', 'black pepper', ' sherry', 'spice']",0,0,0,0,0,0
112,japanese,17695,"['gari', 'vegetable oil', 'scallions', 'sugar', 'water', 'rice wine vinegar', 'shiso', 'rice', 'seeds', 'avocado', 'toasted nori', 'wasabi paste', 'cucumber', 'salt', 'carrots']",1,0,0,1,0,0
113,japanese,5399,"['milk', 'saffron', 'sugar', 'ghee', 'rose water', 'nuts', 'bread', 'cardamom']",1,0,1,0,0,0
114,japanese,37604,"['lemon ', 'nori', 'salmon', 'furikake', 'vegetable oil', ' rice', ' salt']",0,0,0,0,0,0
115,japanese,24842,"['eggs', 'asparagus', 'broccoli', 'water', 'flour', 'carrots', 'pepper', 'zucchini', 'oil', 'eggplant', 'baking ']",1,0,0,0,0,0
116,japanese,22137,"['mirin', 'soy sauce', 'sugar', 'vegetable oil', 'salmon']",0,0,0,0,0,0
117,japanese,38767,"['soy sauce', 'onion', 'sake', 'beef', 'onions', 'eggs', 'gari', 'oil', 'sugar', 'mirin']",0,0,0,0,0,0
118,japanese,46232,"['miso ', 'ponzu', 'ginger ', 'wasabi ', 'extra  tofu', 'vinegar', 'mirin', 'garlic', 'honey', 'vegetable oil', 'brown sugar']",1,1,0,1,0,0
119,korean,37831,"['soy sauce', 'mushroom ', 'ginger', 'oyster sauce', 'honey', 'rice wine', 'scallions', 'onions', 'pepper', 'potato', 'brown sugar', 'carrots', 'red chili flakes', 'sesame seeds', 'sesame oil', 'garlic ', 'chicken']",0,0,0,0,0,1
120,korean,44561,"[' lettuce', ' salt', 'sesame oil', 'cabbage', 'sambal ulek', 'sugar', ' ginger', 'scallions', ' pork ', 'mayonaise', 'lime', 'garlic', 'red chili ', 'sweet chili sauce', ' soy sauce', 'carrots']",0,0,0,1,0,0
121,korean,6140,"['sesame seeds', ' red chili flakes', 'brown sugar', 'onion', 'garlic ', 'soy sauce', 'sesame oil', 'pears', 'pork tenderloin', 'vinegar']",0,0,0,1,0,0
122,korean,38255,"['sugar', 'garlic', 'bell pepper', 'noodles', ' salt', 'carrots', 'onions', 'soy sauce', 'scallions', ' sesame oil', 'canola oil', 'filet mignon', ' mushrooms', ' white pepper', ' sesame seeds']",0,0,0,0,0,0
123,korean,32510,"[' garlic', 'sesame oil', 'water', 'salt', 'roasted sesame seeds', 'mung bean sprouts', 'onion']",0,0,0,0,0,0
124,korean,41513,"['vodka', ' flour', 'water', 'sweet soy sauce', 'corn starch', 'salt', 'peanut oil', 'chicken', 'baking powder']",0,0,0,0,0,1
125,korean,47889,"['sugar', 'anchovy', 'radishes', 'ginger', 'salt', 'chile flakes', 'garlic']",1,1,0,1,0,0
126,korean,40896,"['bok choy', 'sesame seeds', 'sesame oil', 'rice', 'eggs', 'strip steaks', 'miso paste', 'chili paste', 'soy sauce', 'shiitake', 'vegetable oil', 'spinach', 'beans', 'zucchini', 'carrots']",0,0,0,1,0,0
127,korean,44706,"['rice', 'water']",1,0,0,0,0,0
128,mexican,21415,"[' cheddar cheese', 'green enchilada sauce', 'chicken broth', 'jalapeno chilies', 'tortillas', 'avocado', ' turkey', 'red enchilada sauce', 'tomato', 'milk', ' cumin']",0,0,0,1,0,0
129,mexican,43426,"[' cheddar cheese', ' chicken', 'garlic salt', 'flour tortillas', 'salsa', '', 'chili ', ' cumin', 'tomato', 'onion', 'sour cream']",0,0,0,1,0,0
130,mexican,39793,"['salsa', 'jelly', 'apples', 'strawberries', 'kiwi', 'lime', 'cayenne pepper', 'brown sugar', ' sauce', 'blackberries']",1,1,1,1,0,0
131,mexican,36266,"['pepper', 'achiote paste', 'coriander', 'vinegar', 'salt', 'pork', 'chili powder', 'onion', 'lemon', 'paprika', 'orange juice', 'cumin']",0,0,0,1,0,0
132,mexican,7160,"['sugar', 'cinnamon', 'honey', 'salt', 'cornflakes', 'butter', 'vanilla ice cream', 'cool whip']",1,0,1,0,0,0
133,mexican,21966,"['  salt', 'serrano chile', ' olive oil', 'shrimp', 'cucumber', 'lime']",0,0,0,0,0,0
134,mexican,45008,"['olive oil', 'tomato', 'salt', 'cumin', 'corn meal', 'cilantro', 'cilantro', 'water', 'onion', 'milk', 'Monterey Jack cheese', 'jalapeno chilies', 'queso fresco', 'garlic']",1,0,0,1,0,0
135,mexican,44019,"[' whole kernel corn', 'cornmeal', 'water', 'salt', 'masa harina', 'baking ', 'sugar', 'milk', 'margarine']",1,0,1,0,0,0
136,mexican,17612,"['dough', 'chili ', 'water', ' cumin', 'tomato sauce', 'chicken', 'corn husks']",0,0,0,1,0,0
137,mexican,32582,"['onion', 'tomato', 'chile pepper', ' cilantro', 'bell pepper', ' lemon']",1,1,0,1,0,0
138,moroccan,9466,"['sesame seeds', 'spices', 'cumin', 'ginger', 'black pepper', 'cardamom', 'fennel seeds', 'nutmeg', 'allspice', '', 'chicken', 'coriander']",0,0,0,0,0,0
139,moroccan,1609,"['cinnamon', 'cilantro', 'carrots', 'lentils', 'tomato', 'coriander', 'salt', 'chickpeas', 'cumin', 'ginger', 'lemon', 'garlic ']",1,1,0,0,0,0
140,moroccan,13264,"['chicken broth', 'pepper', 'olive oil', 'chicken', 'lemon', 'green olives', 'cayenne pepper', 'onions', 'saffron', 'tumeric', 'paprika', 'garlic ', 'cumin', 'ginger', 'cinnamon', 'salt', 'cilantro']",0,0,0,1,0,0
141,moroccan,1331,"['tomato', 'cilantro', 'cinnamon', 'salt', 'lemon', 'celery', 'black pepper', 'zucchini', 'paprika', 'chickpeas', 'onions', 'tumeric', 'olive oil', 'butter', 'cayenne pepper', 'carrots', 'pasta', 'water', 'potato', 'vegetable broth', 'lamb', 'saffron']",0,0,0,1,0,0
142,moroccan,19683,"['cinnamon', 'salt', 'pepper', 'ginger', 'cumin', 'cayenne', 'garlic', 'lamb', 'pomegranate juice', 'paprika', 'thyme']",0,0,0,1,0,0
143,moroccan,34394,"[' thyme ', 'salt', ' lemon', 'shallots', ' olive oil', 'cumin seed', 'flatbread', 'vinegar', 'chickpeas', 'carrots', 'water', 'parsley ', 'beets']",1,0,0,0,0,0
144,moroccan,17322,"['cooking oil', 'lamb ', 'couscous', ' ginger', ' tomato', 'garlic ', ' turmeric', ' coriander', 'sweet potato', 'onion', ' dates', 'zucchini', 'paprika', 'cinnamon ']",0,0,0,0,0,0
145,moroccan,4330,"['olive oil', ' salt', 'garlic ', ' cilantro', 'steak ', 'chili ', ' coriander', 'ginger ', 'garlic ', 'paprika', ' lemon', ' cumin', 'cider vinegar', 'onion ', '  pepper', ' parsley']",0,0,0,1,0,0
146,moroccan,13215,"[' black pepper', 'vinegar', ' parsley', 'kalamata', 'garlic ', ' cumin', 'fennel bulb', 'salt', 'plum tomato', 'vidalia onion', ' olive oil', ' lemon']",1,1,0,0,0,0
